city,speciality,profile_url,name,degree,year_of_experience,location,dp_score,npv,consultation_fee,google_map_link,scraped_at
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Dermatologist&referrer=doctor_listing&page_uid=2c66d637-9719-417d-8db3-4f67b8244b85,Dr. Harish Prasad B.R,MD,1,BTM Layout,95,1,0,"http://www.google.com/maps/place/12.91341,77.6067",2025-08-17T23:51:30.559716
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-abhilasha-m-d-dermatologist?practice_id=1645901&specialization=Dermatologist&referrer=doctor_listing&page_uid=2c66d637-9719-417d-8db3-4f67b8244b85,Dr. Abhilasha M D,MBBS,11,Jayanagar,97,1,0,"http://www.google.com/maps/place/12.924683214255,77.595441140435",2025-08-17T23:51:33.542851
Bangalore,Dermatologist,https://www.practo.com/Bangalore/hospital/dr-parthasarathi-s-asian-hair-skin-hospital-mgroad,"Dr. Partha Sarathi's Asian Hair And Skin Hospitals, Magrath Road, Bangalore: Practo",,2,"Dr. Partha Sarathi's Asian Hair And Skin Hospitals, Magrath Road, Bangalore: Practo",,39,0,"https://www.google.com/maps/dir//12.970388898279,77.610510732047",2025-08-17T23:51:36.430650
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-abhilasha-m-d-dermatologist/recommended?practice_id=1645901&specialization=Dermatologist&referrer=doctor_listing&page_uid=2c66d637-9719-417d-8db3-4f67b8244b85,Dr. Abhilasha M D,MBBS,11,Bangalore,97,1,11,"https://www.google.com/maps/search/Dr.+Abhilasha+M+D+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:51:39.616511
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-revanta-saha-dermatologist-cosmetologist-1?practice_id=1157146&specialization=Dermatologist&referrer=doctor_listing&page_uid=2c66d637-9719-417d-8db3-4f67b8244b85,Dr. Revanta Saha,MBBS,8,Indiranagar,84,1,0,"http://www.google.com/maps/place/12.968092685774835,77.65231031924486",2025-08-17T23:51:42.559570
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-17T23:51:45.517832
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan/recommended?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. K A Mohan,BDS,47,Bangalore,97,1,2,"https://www.google.com/maps/search/Dr.+K+A+Mohan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:51:48.550643
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:51:51.616760
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:51:54.642648
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-17T23:51:57.532598
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:00.582660
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:52:03.582688
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:06.673370
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:52:09.540681
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:12.727751
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Sumanth Shetty,BDS,26,Bangalore,96,2,2,"https://www.google.com/maps/search/Dr.+Sumanth+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:15.656824
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-17T23:52:18.857692
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:21.656888
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-17T23:52:24.643020
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:27.686413
Bangalore,Dermatologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=2742c81e-9730-49e5-a98e-2c5472b343c4,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-17T23:52:30.758804
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-swathy-nair-dietitian-nutritionist/recommended?practice_id=1125936&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Swathy Nair,MSc,5,Bangalore,,1,5,"https://www.google.com/maps/search/Ms.+Swathy+Nair+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:51.735744
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Harish Prasad B.R,MD,1,Bangalore,95,1,1,"https://www.google.com/maps/search/Dr.+Harish+Prasad+B.R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:52:54.823813
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-amarkishen-shetty-gastroenterologist?practice_id=1041383&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Amarkishen Shetty,,36,Jayanagar 9 Block,87,9,0,"http://www.google.com/maps/place/12.9172099,77.5919161",2025-08-17T23:52:57.639879
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raj-vigna-venugopal-gastroenterologist-1/recommended?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Raj Vigna Venugopal,MBBS,1,Bangalore,86,1,1,"https://www.google.com/maps/search/Dr.+Raj+Vigna+Venugopal+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:00.769474
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-mohit-shetti-gastroenterologist?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Mohit Shetti,DNB,25,Old Airport Road,88,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-17T23:53:03.839104
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-earanna-general-physician/recommended?practice_id=1108669&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Mahanthagouda Earanna,MBBS,17,Bangalore,95,1,17,"https://www.google.com/maps/search/Dr.+Mahanthagouda+Earanna+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:06.876894
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-kasthuri-thirumangalam-subhramani-gastroenterologist?practice_id=1466341&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Kasthuri Thirumangalam Subhramani,MBBS,18,Uttarahalli,,1,0,"http://www.google.com/maps/place/12.907082695507,77.551561180435",2025-08-17T23:53:09.661034
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rupesh-kalyan-gastroenterologist?practice_id=1131816&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Rupesh Kalyan,MBBS,22,Whitefield,87,1,0,"http://www.google.com/maps/place/12.95825,77.74538",2025-08-17T23:53:12.650440
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-lokesh-l-v-gastroenterologist?practice_id=766654&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Lokesh L V,MBBS,21,Avalahalli,86,1,0,"http://www.google.com/maps/place/13.054001270500676,77.71786998022814",2025-08-17T23:53:15.815909
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-amit-gururaj-yelsangikar-gastroenterologist/recommended?practice_id=1134531&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Amit Gururaj Yelsangikar,MBBS,7,Bangalore,29,1,7,"https://www.google.com/maps/search/Dr.+Amit+Gururaj+Yelsangikar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:18.857316
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raj-vigna-venugopal-gastroenterologist-1?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Raj Vigna Venugopal,MBBS,1,Old Airport Road,86,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-17T23:53:21.723827
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-kasthuri-thirumangalam-subhramani-gastroenterologist/recommended?practice_id=1466341&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Kasthuri Thirumangalam Subhramani,MBBS,18,Bangalore,,1,18,"https://www.google.com/maps/search/Dr.+Kasthuri+Thirumangalam+Subhramani+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:24.747724
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rupesh-kalyan-gastroenterologist/recommended?practice_id=1131816&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Rupesh Kalyan,MBBS,22,Bangalore,87,1,1,"https://www.google.com/maps/search/Dr.+Rupesh+Kalyan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:27.814306
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sreenivasa-d-gastroenterologist?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Sreenivasa D,MBBS,10,Old Airport Road,90,10,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-17T23:53:30.846219
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-amarkishen-shetty-gastroenterologist/recommended?practice_id=1041383&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Amarkishen Shetty,,36,Bangalore,87,9,9,"https://www.google.com/maps/search/Dr.+Amarkishen+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:34.008783
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-amit-gururaj-yelsangikar-gastroenterologist?practice_id=1134531&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Amit Gururaj Yelsangikar,MBBS,7,Koramangala 5 Block,29,1,0,"http://www.google.com/maps/place/12.93386,77.62023",2025-08-17T23:53:37.381752
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-mohit-shetti-gastroenterologist/recommended?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Mohit Shetti,DNB,3,Bangalore,88,1,1,"https://www.google.com/maps/search/Dr.+Mohit+Shetti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:39.819750
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sreenivasa-d-gastroenterologist/recommended?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Sreenivasa D,MBBS,10,Bangalore,90,10,10,"https://www.google.com/maps/search/Dr.+Sreenivasa+D+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:42.890933
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-lokesh-l-v-gastroenterologist/recommended?practice_id=766654&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Lokesh L V,MBBS,21,Bangalore,86,1,21,"https://www.google.com/maps/search/Dr.+Lokesh+L+V+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:49.527443
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-earanna-general-physician?practice_id=1108669&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=c81e2284-e9c1-4587-9f3f-88ec1345ac14,Dr. Mahanthagouda Earanna,MBBS,17,Sarjapur Road,95,1,0,"http://www.google.com/maps/place/12.977088176803148,77.60396075209428",2025-08-17T23:53:51.812549
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1/recommended?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Sanjay Kaul,BDS,29,Bangalore,93,1,1,"https://www.google.com/maps/search/Dr.+Sanjay+Kaul+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:55.112905
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist/recommended?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Baswaraj Biradar,BDS,13,Bangalore,99,1,1998,"https://www.google.com/maps/search/Dr.+Baswaraj+Biradar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:53:57.883838
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Baswaraj Biradar,BDS,13,Sahakaranagar,99,1,0,"http://www.google.com/maps/place/13.061059832056454,77.58721668834707",2025-08-17T23:54:01.046786
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Aarti Talikoti,BDS,10,Jayanagar 9 Block,97,1,0,"http://www.google.com/maps/place/12.92061,77.59496",2025-08-17T23:54:03.892826
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Vivekananda Reddy,MDS,22,Hoodi,98,1,0,"http://www.google.com/maps/place/12.991662834049,77.720235629977",2025-08-17T23:54:07.091168
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Sunil Rao,BDS,18,Vijayanagar,97,1,0,"http://www.google.com/maps/place/12.964420269994,77.538014352322",2025-08-17T23:54:09.835982
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1/recommended?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Sunil Rao,BDS,18,Bangalore,97,1,1,"https://www.google.com/maps/search/Dr.+Sunil+Rao+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:13.020859
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Harish Prasad B.R,MD,1,BTM Layout,95,1,0,"http://www.google.com/maps/place/12.91341,77.6067",2025-08-17T23:54:16.208918
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:54:19.112128
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist/recommended?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Aarti Talikoti,BDS,10,Bangalore,97,1,2008,"https://www.google.com/maps/search/Dr.+Aarti+Talikoti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:22.089153
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist/recommended?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. S Tamil Arasi,BDS,21,Bangalore,,2,21,"https://www.google.com/maps/search/Dr.+S+Tamil+Arasi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:24.938351
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Sanjay Kaul,BDS,29,Koramangala,93,1,0,"http://www.google.com/maps/place/12.934589431275,77.630532051956",2025-08-17T23:54:27.876002
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:30.997077
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist/recommended?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. Vivekananda Reddy,MDS,22,Bangalore,98,22,22,"https://www.google.com/maps/search/Dr.+Vivekananda+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:34.051204
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=0a9335f0-dbf2-412e-9a14-7fb676d8d581,Dr. S Tamil Arasi,BDS,21,Whitefield,,2,0,"http://www.google.com/maps/place/12.9558534,77.7300762",2025-08-17T23:54:36.997785
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-sohini-mazumdar-dietitian-nutritionist?practice_id=737335&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Sohini Mazumdar,Dietetics,5,Koramangala 7 Block,,1,0,"http://www.google.com/maps/place/12.934988,77.612976",2025-08-17T23:54:39.872711
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-naziya-fathima-dietitian-nutritionist?practice_id=737084&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Naziya Fathima,BSc,7,Indiranagar,,1,0,"http://www.google.com/maps/place/12.978498,77.6429345",2025-08-17T23:54:42.887497
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-naziya-fathima-dietitian-nutritionist/recommended?practice_id=737084&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Naziya Fathima,BSc,7,Bangalore,,1,7,"https://www.google.com/maps/search/Ms.+Naziya+Fathima+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:45.990690
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-chaithanya-t-c-dietitian-nutritionist?practice_id=737084&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Chaithanya T C,MSc,4,Indiranagar,,1,0,"http://www.google.com/maps/place/12.978498,77.6429345",2025-08-17T23:54:49.156620
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-amrutha-k-dietitian-nutritionist/recommended?practice_id=1158090&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Amrutha K,Home,7,Bangalore,,1,7,"https://www.google.com/maps/search/Ms.+Amrutha+K+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:54:51.970547
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-swathy-nair-dietitian-nutritionist?practice_id=1125936&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Swathy Nair,MSc,5,Sadashivanagar,,1,0,"http://www.google.com/maps/place/13.005561,77.578394",2025-08-17T23:54:54.902180
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-amrutha-k-dietitian-nutritionist?practice_id=1158090&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Amrutha K,Home,7,HRBR Layout,,1,0,"http://www.google.com/maps/place/13.020976,77.643435",2025-08-17T23:54:57.988746
